,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,budget,budget,budget,budget,budget,budget,budget,budget,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,runtime,runtime,runtime,runtime,runtime,runtime,runtime,runtime,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_height,a_height,a_height,a_height,a_height,a_height,a_height,a_height
4121036,14.0,20361.0,0.0,20361.0,20361.0,20361.0,20361.0,20361.0,14.0,30100.34499999999,7.55061805339604e-12,30100.344999999998,30100.344999999998,30100.344999999998,30100.344999999998,30100.344999999998,0.0,,,,,,,,0.0,,,,,,,,14.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,13.0,30.692307692307693,8.459556877526301,19.0,24.0,30.0,38.0,48.0,13.0,1.737230769230769,0.08839792026791306,1.6,1.651,1.75,1.83,1.84
4122339,10.0,102302219.0,0.0,102302219.0,102302219.0,102302219.0,102302219.0,102302219.0,10.0,169452975.26237157,0.0,169452975.26237157,169452975.26237157,169452975.26237157,169452975.26237157,169452975.26237157,10.0,25000000.0,0.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,10.0,41409897.29225022,0.0,41409897.29225022,41409897.29225022,41409897.29225022,41409897.29225022,41409897.29225022,10.0,98.0,0.0,98.0,98.0,98.0,98.0,98.0,10.0,29.7,11.508933728002589,21.0,22.25,26.5,29.75,59.0,9.0,1.7694444444444446,0.07739688480667539,1.66,1.7,1.77,1.85,1.88
4123241,11.0,10550.0,0.0,10550.0,10550.0,10550.0,10550.0,10550.0,11.0,17091.963470319635,0.0,17091.963470319635,17091.963470319635,17091.963470319635,17091.963470319635,17091.963470319635,0.0,,,,,,,,0.0,,,,,,,,11.0,97.0,0.0,97.0,97.0,97.0,97.0,97.0,10.0,44.2,16.52472894381831,16.0,33.25,48.0,55.75,66.0,4.0,1.7690000000000001,0.07371566997592846,1.689,1.71975,1.7665,1.81575,1.854
4131836,7.0,1089000.0,0.0,1089000.0,1089000.0,1089000.0,1089000.0,1089000.0,7.0,2617731.707317073,0.0,2617731.707317073,2617731.707317073,2617731.707317073,2617731.707317073,2617731.707317073,0.0,,,,,,,,0.0,,,,,,,,7.0,112.0,0.0,112.0,112.0,112.0,112.0,112.0,7.0,37.57142857142857,8.657504314314892,25.0,34.0,36.0,41.0,52.0,4.0,1.7254999999999998,0.09165696918401794,1.63,1.684,1.7109999999999999,1.7525,1.85
4131838,6.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,6.0,44489028.21316614,0.0,44489028.21316614,44489028.21316614,44489028.21316614,44489028.21316614,44489028.21316614,0.0,,,,,,,,0.0,,,,,,,,6.0,87.0,0.0,87.0,87.0,87.0,87.0,87.0,5.0,40.2,9.5236547606473,29.0,34.0,41.0,43.0,54.0,3.0,1.6946666666666665,0.040066611203511286,1.664,1.672,1.68,1.71,1.74
4132529,7.0,25850615.0,0.0,25850615.0,25850615.0,25850615.0,25850615.0,25850615.0,7.0,44740479.034146346,8.047546816875364e-09,44740479.03414634,44740479.03414634,44740479.03414634,44740479.03414634,44740479.03414634,7.0,16000000.0,0.0,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,7.0,27691707.317073166,0.0,27691707.317073166,27691707.317073166,27691707.317073166,27691707.317073166,27691707.317073166,7.0,94.0,0.0,94.0,94.0,94.0,94.0,94.0,7.0,25.714285714285715,3.3022358947782493,21.0,24.0,25.0,27.5,31.0,7.0,1.7045714285714286,0.07984956093149409,1.626,1.6505,1.67,1.7425,1.85
4134311,1.0,23578.0,,23578.0,23578.0,23578.0,23578.0,23578.0,1.0,35980.53505376344,,35980.53505376344,35980.53505376344,35980.53505376344,35980.53505376344,35980.53505376344,0.0,,,,,,,,0.0,,,,,,,,1.0,80.0,,80.0,80.0,80.0,80.0,80.0,1.0,53.0,,53.0,53.0,53.0,53.0,53.0,0.0,,,,,,,
4138142,17.0,179265204.0,0.0,179265204.0,179265204.0,179265204.0,179265204.0,179265204.0,17.0,290426001.7315068,0.0,290426001.7315068,290426001.7315068,290426001.7315068,290426001.7315068,290426001.7315068,17.0,78000000.0,0.0,78000000.0,78000000.0,78000000.0,78000000.0,78000000.0,17.0,126367123.28767122,3.0719530773294423e-08,126367123.28767122,126367123.28767122,126367123.28767122,126367123.28767122,126367123.28767122,17.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,14.0,43.42857142857143,19.29015008002504,8.0,32.25,38.5,54.25,80.0,11.0,1.8171818181818182,0.05421589837274334,1.73,1.79,1.82,1.84,1.91
4139688,8.0,16478900.0,0.0,16478900.0,16478900.0,16478900.0,16478900.0,16478900.0,8.0,33144635.600907024,0.0,33144635.600907024,33144635.600907024,33144635.600907024,33144635.600907024,33144635.600907024,8.0,50000000.0,0.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,8.0,100566893.42403626,0.0,100566893.42403626,100566893.42403626,100566893.42403626,100566893.42403626,100566893.42403626,8.0,102.0,0.0,102.0,102.0,102.0,102.0,102.0,6.0,32.166666666666664,4.400757510550504,26.0,30.0,33.0,33.0,39.0,7.0,1.7954285714285714,0.10029765225377435,1.69,1.72,1.75,1.879,1.93
4143564,4.0,4045000.0,0.0,4045000.0,4045000.0,4045000.0,4045000.0,4045000.0,4.0,68341238.09523809,0.0,68341238.09523809,68341238.09523809,68341238.09523809,68341238.09523809,68341238.09523809,0.0,,,,,,,,0.0,,,,,,,,4.0,126.0,0.0,126.0,126.0,126.0,126.0,126.0,3.0,27.333333333333332,7.505553499465135,20.0,23.5,27.0,31.0,35.0,3.0,1.772,0.10701401777337406,1.65,1.733,1.816,1.8330000000000002,1.85
4143719,13.0,10209111.0,0.0,10209111.0,10209111.0,10209111.0,10209111.0,10209111.0,13.0,20533971.557823125,0.0,20533971.557823125,20533971.557823125,20533971.557823125,20533971.557823125,20533971.557823125,13.0,40000000.0,0.0,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,13.0,80453514.739229,1.5509620304898416e-08,80453514.73922901,80453514.73922901,80453514.73922901,80453514.73922901,80453514.73922901,13.0,115.0,0.0,115.0,115.0,115.0,115.0,115.0,12.0,34.25,13.074089573726278,7.0,28.25,32.5,43.75,54.0,11.0,1.721090909090909,0.08127171038615413,1.562,1.68,1.7,1.78,1.85
4147193,9.0,13418091.0,0.0,13418091.0,13418091.0,13418091.0,13418091.0,13418091.0,9.0,36480756.220689654,0.0,36480756.220689654,36480756.220689654,36480756.220689654,36480756.220689654,36480756.220689654,0.0,,,,,,,,0.0,,,,,,,,9.0,89.0,0.0,89.0,89.0,89.0,89.0,89.0,8.0,34.625,4.438065859293728,28.0,32.25,34.5,37.5,41.0,3.0,1.6900000000000002,0.08999999999999998,1.6,1.645,1.69,1.7349999999999999,1.78
4148551,14.0,4686937.0,0.0,4686937.0,4686937.0,4686937.0,4686937.0,4686937.0,14.0,9167173.360529216,0.0,9167173.360529216,9167173.360529216,9167173.360529216,9167173.360529216,9167173.360529216,0.0,,,,,,,,0.0,,,,,,,,14.0,91.0,0.0,91.0,91.0,91.0,91.0,91.0,12.0,34.166666666666664,14.319937362314336,20.0,22.0,29.0,43.75,58.0,8.0,1.751825,0.1041524397903655,1.588,1.6877499999999999,1.7528,1.8275000000000001,1.9
4148842,8.0,20277185.0,0.0,20277185.0,20277185.0,20277185.0,20277185.0,20277185.0,8.0,40784270.05668934,7.965005693209898e-09,40784270.05668934,40784270.05668934,40784270.05668934,40784270.05668934,40784270.05668934,0.0,,,,,,,,0.0,,,,,,,,8.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0,8.0,36.75,13.306818874976415,20.0,30.75,33.5,39.75,63.0,7.0,1.7469999999999999,0.07068474611493869,1.65,1.6949999999999998,1.75,1.8045,1.83
4151108,17.0,8578231.0,0.0,8578231.0,8578231.0,8578231.0,8578231.0,8578231.0,17.0,21616167.321022723,3.839941346661803e-09,21616167.321022723,21616167.321022723,21616167.321022723,21616167.321022723,21616167.321022723,0.0,,,,,,,,0.0,,,,,,,,17.0,98.0,0.0,98.0,98.0,98.0,98.0,98.0,14.0,41.642857142857146,12.226120479449806,27.0,32.25,39.0,44.75,66.0,7.0,1.7592857142857141,0.12742411373796075,1.575,1.685,1.75,1.845,1.93
4152250,10.0,4865912.0,0.0,4865912.0,4865912.0,4865912.0,4865912.0,4865912.0,10.0,13229314.770881224,1.963400381411351e-09,13229314.770881224,13229314.770881224,13229314.770881224,13229314.770881224,13229314.770881224,10.0,8700000.0,0.0,8700000.0,8700000.0,8700000.0,8700000.0,8700000.0,10.0,23653333.333333336,3.926800762822702e-09,23653333.333333332,23653333.333333332,23653333.333333332,23653333.333333332,23653333.333333332,10.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,9.0,25.77777777777778,4.352521619066865,21.0,22.0,24.0,27.0,33.0,6.0,1.8083333333333336,0.09042492281814053,1.65,1.79,1.815,1.8625,1.91
4154028,15.0,349618.0,0.0,349618.0,349618.0,349618.0,349618.0,349618.0,15.0,797200.9408740359,1.2050130625878593e-10,797200.9408740358,797200.9408740358,797200.9408740358,797200.9408740358,797200.9408740358,0.0,,,,,,,,0.0,,,,,,,,15.0,117.0,0.0,117.0,117.0,117.0,117.0,117.0,12.0,48.25,19.559350240183896,17.0,39.5,50.0,62.5,75.0,9.0,1.7163333333333333,0.09069454228342522,1.594,1.63,1.71,1.77,1.85
4155050,64.0,53653224.0,0.0,53653224.0,53653224.0,53653224.0,53653224.0,53653224.0,64.0,79317349.48,6.007583507048722e-08,79317349.48,79317349.48,79317349.48,79317349.48,79317349.48,64.0,30000000.0,0.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,64.0,44350000.0,0.0,44350000.0,44350000.0,44350000.0,44350000.0,44350000.0,64.0,113.0,0.0,113.0,113.0,113.0,113.0,113.0,17.0,42.35294117647059,11.461572625901889,28.0,35.0,38.0,47.0,69.0,10.0,1.7082000000000002,0.14295749173948336,1.45,1.6704999999999999,1.73,1.7775,1.91
4158013,6.0,17100369.0,0.0,17100369.0,17100369.0,17100369.0,17100369.0,17100369.0,6.0,32479715.852248397,4.080851059445486e-09,32479715.852248393,32479715.852248393,32479715.852248393,32479715.852248393,32479715.852248393,0.0,,,,,,,,0.0,,,,,,,,6.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0,6.0,42.0,8.17312669668102,30.0,38.5,41.5,46.0,54.0,5.0,1.7328000000000003,0.12477660037042199,1.6,1.63,1.74,1.784,1.91
4158539,14.0,11299730.0,0.0,11299730.0,11299730.0,11299730.0,11299730.0,11299730.0,14.0,23308977.93023255,3.865916443338773e-09,23308977.930232555,23308977.930232555,23308977.930232555,23308977.930232555,23308977.930232555,0.0,,,,,,,,0.0,,,,,,,,14.0,85.0,0.0,85.0,85.0,85.0,85.0,85.0,13.0,34.38461538461539,8.69423622808488,24.0,28.0,33.0,35.0,55.0,7.0,1.8459999999999999,0.07388279005740554,1.71,1.82,1.85,1.896,1.93
4158685,15.0,1304192.0,0.0,1304192.0,1304192.0,1304192.0,1304192.0,1304192.0,15.0,3612235.1412958633,1.446015675105431e-09,3612235.141295862,3612235.141295862,3612235.141295862,3612235.141295862,3612235.141295862,0.0,,,,,,,,0.0,,,,,,,,15.0,96.0,0.0,96.0,96.0,96.0,96.0,96.0,11.0,41.81818181818182,16.030085351102667,25.0,31.0,36.0,53.0,68.0,7.0,1.7885714285714285,0.11480832888319725,1.64,1.7149999999999999,1.79,1.865,1.93
4158862,13.0,1893139.0,0.0,1893139.0,1893139.0,1893139.0,1893139.0,1893139.0,13.0,4770495.150568181,9.69351269056151e-10,4770495.150568182,4770495.150568182,4770495.150568182,4770495.150568182,4770495.150568182,13.0,8000000.0,0.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,13.0,20159090.909090906,0.0,20159090.909090906,20159090.909090906,20159090.909090906,20159090.909090906,20159090.909090906,13.0,91.0,0.0,91.0,91.0,91.0,91.0,91.0,9.0,35.55555555555556,11.544599507032618,22.0,25.0,37.0,46.0,50.0,6.0,1.74,0.07924645102463587,1.65,1.685,1.725,1.7875,1.86
4162938,12.0,24078196.0,0.0,24078196.0,24078196.0,24078196.0,24078196.0,24078196.0,12.0,52701689.94941393,0.0,52701689.94941393,52701689.94941393,52701689.94941393,52701689.94941393,52701689.94941393,0.0,,,,,,,,0.0,,,,,,,,12.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,7.0,30.142857142857142,12.495713550768405,7.0,28.5,31.0,33.5,49.0,4.0,1.7665,0.11660045740333384,1.626,1.7189999999999999,1.7650000000000001,1.8125,1.91
4163034,8.0,51702483.0,0.0,51702483.0,51702483.0,51702483.0,51702483.0,51702483.0,8.0,98201504.11349036,0.0,98201504.11349036,98201504.11349036,98201504.11349036,98201504.11349036,98201504.11349036,8.0,25000000.0,0.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,8.0,47483940.04282655,7.965005693209898e-09,47483940.04282655,47483940.04282655,47483940.04282655,47483940.04282655,47483940.04282655,8.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,7.0,38.42857142857143,12.726051271010226,22.0,33.0,35.0,41.5,63.0,4.0,1.7625000000000002,0.03500000000000003,1.71,1.7625,1.78,1.78,1.78
4165155,10.0,2025032.0,0.0,2025032.0,2025032.0,2025032.0,2025032.0,2025032.0,10.0,3090242.381075269,4.908500953528377e-10,3090242.3810752686,3090242.3810752686,3090242.3810752686,3090242.3810752686,3090242.3810752686,0.0,,,,,,,,0.0,,,,,,,,10.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,8.0,37.0,10.8496214548843,25.0,28.0,36.0,44.75,54.0,6.0,1.7965,0.09302419040228187,1.62,1.7925,1.8145,1.8522500000000002,1.88
4167411,40.0,574480841.0,0.0,574480841.0,574480841.0,574480841.0,574480841.0,574480841.0,40.0,849274176.6116667,7.243676427009105e-07,849274176.6116667,849274176.6116667,849274176.6116667,849274176.6116667,849274176.6116667,40.0,110000000.0,0.0,110000000.0,110000000.0,110000000.0,110000000.0,110000000.0,40.0,162616666.66666666,6.036397022507588e-08,162616666.66666666,162616666.66666666,162616666.66666666,162616666.66666666,162616666.66666666,40.0,108.0,0.0,108.0,108.0,108.0,108.0,108.0,22.0,46.18181818181818,19.000341760425968,10.0,37.0,39.5,53.0,86.0,14.0,1.759642857142857,0.11033906285268508,1.57,1.70525,1.74,1.7975,2.038
4175289,1.0,206272.0,,206272.0,206272.0,206272.0,206272.0,206272.0,1.0,377243.84329896903,,377243.84329896903,377243.84329896903,377243.84329896903,377243.84329896903,377243.84329896903,1.0,250.0,,250.0,250.0,250.0,250.0,250.0,1.0,457.2164948453608,,457.2164948453608,457.2164948453608,457.2164948453608,457.2164948453608,457.2164948453608,1.0,73.0,,73.0,73.0,73.0,73.0,73.0,1.0,23.0,,23.0,23.0,23.0,23.0,23.0,0.0,,,,,,,
4179081,8.0,22518097.0,0.0,22518097.0,22518097.0,22518097.0,22518097.0,22518097.0,8.0,47840843.207185626,0.0,47840843.207185626,47840843.207185626,47840843.207185626,47840843.207185626,47840843.207185626,8.0,24000000.0,0.0,24000000.0,24000000.0,24000000.0,24000000.0,24000000.0,8.0,50989221.55688622,7.965005693209898e-09,50989221.55688622,50989221.55688622,50989221.55688622,50989221.55688622,50989221.55688622,8.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0,7.0,27.142857142857142,13.873578863299494,11.0,17.5,19.0,40.5,44.0,6.0,1.7096333333333333,0.10875332945094911,1.549,1.66295,1.7059,1.7625,1.867
4179770,15.0,4557214.0,0.0,4557214.0,4557214.0,4557214.0,4557214.0,4557214.0,15.0,10954603.84281843,0.0,10954603.842818428,10954603.842818428,10954603.842818428,10954603.842818428,10954603.842818428,0.0,,,,,,,,0.0,,,,,,,,15.0,94.0,0.0,94.0,94.0,94.0,94.0,94.0,11.0,42.81818181818182,13.340301209629276,22.0,32.5,46.0,51.0,68.0,4.0,1.8025000000000002,0.051881274720911315,1.74,1.77,1.81,1.8425,1.85
4179778,8.0,4134992.0,0.0,4134992.0,4134992.0,4134992.0,4134992.0,4134992.0,8.0,9428632.143958867,0.0,9428632.143958867,9428632.143958867,9428632.143958867,9428632.143958867,9428632.143958867,0.0,,,,,,,,0.0,,,,,,,,8.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,8.0,41.0,7.578164119928482,30.0,34.5,42.5,47.0,51.0,6.0,1.8283333333333331,0.07652886165798278,1.68,1.8250000000000002,1.855,1.8775,1.88
4179782,8.0,21756163.0,0.0,21756163.0,21756163.0,21756163.0,21756163.0,21756163.0,8.0,47619288.29364589,0.0,47619288.29364589,47619288.29364589,47619288.29364589,47619288.29364589,47619288.29364589,0.0,,,,,,,,0.0,,,,,,,,8.0,101.0,0.0,101.0,101.0,101.0,101.0,101.0,8.0,36.125,9.538455999643908,22.0,31.5,34.5,42.75,51.0,7.0,1.782857142857143,0.09268482179125229,1.65,1.725,1.8,1.8250000000000002,1.93
4180278,17.0,134403112.0,0.0,134403112.0,134403112.0,134403112.0,134403112.0,134403112.0,17.0,240475159.54412505,0.0,240475159.54412505,240475159.54412505,240475159.54412505,240475159.54412505,240475159.54412505,17.0,75000000.0,0.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0,17.0,134190620.27231467,6.143906154658885e-08,134190620.27231467,134190620.27231467,134190620.27231467,134190620.27231467,134190620.27231467,17.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,17.0,46.05882352941177,17.619132314884627,13.0,36.0,41.0,59.0,80.0,13.0,1.797230769230769,0.14403596416992176,1.57,1.73,1.78,1.83,2.18
4180684,8.0,7369373.0,0.0,7369373.0,7369373.0,7369373.0,7369373.0,7369373.0,8.0,20035659.31340996,3.982502846604949e-09,20035659.31340996,20035659.31340996,20035659.31340996,20035659.31340996,20035659.31340996,0.0,,,,,,,,0.0,,,,,,,,8.0,98.0,0.0,98.0,98.0,98.0,98.0,98.0,6.0,35.666666666666664,16.206994374857626,21.0,24.25,29.5,44.5,62.0,3.0,1.7166666666666668,0.0763762615825974,1.65,1.6749999999999998,1.7,1.75,1.8
4186478,11.0,4875436.0,0.0,4875436.0,4875436.0,4875436.0,4875436.0,4875436.0,11.0,17633075.359836902,3.9071174270292805e-09,17633075.3598369,17633075.3598369,17633075.3598369,17633075.3598369,17633075.3598369,0.0,,,,,,,,0.0,,,,,,,,11.0,93.0,0.0,93.0,93.0,93.0,93.0,93.0,7.0,27.714285714285715,8.459989868281674,14.0,24.0,27.0,32.0,41.0,5.0,1.7753999999999999,0.12314950263805371,1.6,1.7,1.83,1.842,1.905
4186631,14.0,8645411.0,0.0,8645411.0,8645411.0,8645411.0,8645411.0,8645411.0,14.0,23945291.356752533,3.865916443338773e-09,23945291.356752533,23945291.356752533,23945291.356752533,23945291.356752533,23945291.356752533,0.0,,,,,,,,0.0,,,,,,,,14.0,84.0,0.0,84.0,84.0,84.0,84.0,84.0,13.0,40.07692307692308,11.686612985673953,27.0,31.0,38.0,42.0,62.0,10.0,1.7980399999999999,0.14020688840265855,1.55,1.742,1.815,1.9102999999999999,1.956
4186717,14.0,32925.0,0.0,32925.0,32925.0,32925.0,32925.0,32925.0,14.0,62536.34903640255,2.2651854160188122e-11,62536.349036402564,62536.349036402564,62536.349036402564,62536.349036402564,62536.349036402564,0.0,,,,,,,,0.0,,,,,,,,14.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,14.0,55.785714285714285,17.15171474463468,20.0,53.5,57.0,66.0,78.0,10.0,1.7611999999999999,0.10809440318536387,1.57,1.685,1.7574999999999998,1.8315000000000001,1.91
4186781,6.0,19875740.0,0.0,19875740.0,19875740.0,19875740.0,19875740.0,19875740.0,6.0,55050058.95394223,8.161702118890972e-09,55050058.953942224,55050058.953942224,55050058.953942224,55050058.953942224,55050058.953942224,0.0,,,,,,,,0.0,,,,,,,,6.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0,6.0,36.333333333333336,11.360751148875089,28.0,29.25,32.0,37.75,58.0,5.0,1.8123999999999998,0.09929149006838399,1.702,1.72,1.83,1.88,1.93
4186829,9.0,12874899.0,0.0,12874899.0,12874899.0,12874899.0,12874899.0,12874899.0,9.0,23546464.769072164,3.951267047896315e-09,23546464.769072164,23546464.769072164,23546464.769072164,23546464.769072164,23546464.769072164,0.0,,,,,,,,0.0,,,,,,,,9.0,95.0,0.0,95.0,95.0,95.0,95.0,95.0,9.0,38.77777777777778,15.594692829435418,25.0,27.0,33.0,47.0,67.0,9.0,1.7742666666666667,0.08029719795858387,1.6764,1.7,1.77,1.842,1.91
4187903,11.0,5000000.0,0.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,11.0,18083588.17533129,0.0,18083588.17533129,18083588.17533129,18083588.17533129,18083588.17533129,18083588.17533129,0.0,,,,,,,,0.0,,,,,,,,11.0,83.0,0.0,83.0,83.0,83.0,83.0,83.0,10.0,42.3,19.362334569984064,11.0,26.5,47.0,52.5,72.0,5.0,1.6299999999999997,0.06284902544988262,1.57,1.6,1.6,1.65,1.73
4189858,10.0,94216343.0,0.0,94216343.0,94216343.0,94216343.0,94216343.0,94216343.0,10.0,189500898.5056689,0.0,189500898.5056689,189500898.5056689,189500898.5056689,189500898.5056689,189500898.5056689,10.0,45000000.0,0.0,45000000.0,45000000.0,45000000.0,45000000.0,45000000.0,10.0,90510204.08163264,1.5707203051290808e-08,90510204.08163264,90510204.08163264,90510204.08163264,90510204.08163264,90510204.08163264,10.0,112.0,0.0,112.0,112.0,112.0,112.0,112.0,8.0,39.5,17.004201161561728,11.0,29.75,40.5,47.0,67.0,7.0,1.8214285714285714,0.08989411761039974,1.68,1.77,1.83,1.875,1.95
4191487,13.0,2455831.0,0.0,2455831.0,2455831.0,2455831.0,2455831.0,2455831.0,13.0,3747650.919569893,4.846756345280755e-10,3747650.9195698923,3747650.9195698923,3747650.9195698923,3747650.9195698923,3747650.9195698923,0.0,,,,,,,,0.0,,,,,,,,13.0,93.0,0.0,93.0,93.0,93.0,93.0,93.0,12.0,37.0,11.599373023808422,24.0,30.25,33.5,39.75,61.0,8.0,1.741625,0.11941755972815962,1.62,1.6629999999999998,1.672,1.8527500000000001,1.93
4191751,10.0,13960203.0,0.0,13960203.0,13960203.0,13960203.0,13960203.0,13960203.0,10.0,25918786.103610672,3.926800762822702e-09,25918786.103610672,25918786.103610672,25918786.103610672,25918786.103610672,25918786.103610672,0.0,,,,,,,,0.0,,,,,,,,10.0,94.0,0.0,94.0,94.0,94.0,94.0,94.0,9.0,35.22222222222222,9.78235372721946,23.0,30.0,32.0,42.0,52.0,5.0,1.7643999999999997,0.14493722779189613,1.6,1.65,1.75,1.892,1.93
4195529,10.0,12096881.0,0.0,12096881.0,12096881.0,12096881.0,12096881.0,12096881.0,10.0,23660272.209481806,0.0,23660272.209481806,23660272.209481806,23660272.209481806,23660272.209481806,23660272.209481806,10.0,22000000.0,0.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,10.0,43029768.46747519,7.853601525645404e-09,43029768.46747519,43029768.46747519,43029768.46747519,43029768.46747519,43029768.46747519,10.0,108.0,0.0,108.0,108.0,108.0,108.0,108.0,9.0,48.0,20.346989949375804,10.0,34.0,45.0,62.0,74.0,6.0,1.7376666666666667,0.10292068143316319,1.6,1.682,1.72,1.8075,1.88
4195543,15.0,10920544.0,0.0,10920544.0,10920544.0,10920544.0,10920544.0,10920544.0,15.0,19539127.640948057,0.0,19539127.640948057,19539127.640948057,19539127.640948057,19539127.640948057,19539127.640948057,15.0,10000000.0,0.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,15.0,17892082.70297528,7.7120836005623e-09,17892082.702975288,17892082.702975288,17892082.702975288,17892082.702975288,17892082.702975288,15.0,118.0,0.0,118.0,118.0,118.0,118.0,118.0,13.0,47.76923076923077,18.308257909815115,21.0,38.0,47.0,61.0,81.0,10.0,1.7367000000000001,0.08554407570889346,1.6,1.66925,1.755,1.7875,1.85
4198361,30.0,7000248.0,0.0,7000248.0,7000248.0,7000248.0,7000248.0,7000248.0,30.0,10682528.990967743,3.78897508766955e-09,10682528.990967741,10682528.990967741,10682528.990967741,10682528.990967741,10682528.990967741,15.0,20000000.0,0.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,15.0,30520430.107526883,7.7120836005623e-09,30520430.10752688,30520430.10752688,30520430.10752688,30520430.10752688,30520430.10752688,30.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,26.0,34.0,13.693794214898952,-5.0,31.0,37.0,43.0,52.0,20.0,1.7297,0.07394884433814618,1.613,1.651,1.75,1.77,1.854
4198757,6.0,1614266.0,0.0,1614266.0,1614266.0,1614266.0,1614266.0,1614266.0,6.0,3066068.398286938,5.101063824306858e-10,3066068.3982869377,3066068.3982869377,3066068.3982869377,3066068.3982869377,3066068.3982869377,6.0,25000000.0,0.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,6.0,47483940.04282654,8.161702118890972e-09,47483940.04282655,47483940.04282655,47483940.04282655,47483940.04282655,47483940.04282655,6.0,94.0,0.0,94.0,94.0,94.0,94.0,94.0,5.0,36.8,16.468151080191124,22.0,23.0,31.0,49.0,59.0,4.0,1.7525,0.11265729744080791,1.65,1.6875,1.725,1.79,1.91
