,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_revenue,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,box_office_inflation,budget,budget,budget,budget,budget,budget,budget,budget,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,budget_inflation,runtime,runtime,runtime,runtime,runtime,runtime,runtime,runtime,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_age_at_release,a_height,a_height,a_height,a_height,a_height,a_height,a_height,a_height
25542269,16.0,9322895.0,0.0,9322895.0,9322895.0,9322895.0,9322895.0,9322895.0,16.0,12741768.667180276,3.8474632761949464e-09,12741768.667180276,12741768.667180276,12741768.667180276,12741768.667180276,12741768.667180276,16.0,10000000.0,0.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,16.0,13667180.277349766,1.9237316380974732e-09,13667180.277349766,13667180.277349766,13667180.277349766,13667180.277349766,13667180.277349766,16.0,95.0,0.0,95.0,95.0,95.0,95.0,95.0,12.0,40.75,8.50801760907696,31.0,36.0,37.5,41.75,61.0,12.0,1.81225,0.1320083502868457,1.65,1.7275,1.8050000000000002,1.83925,2.16
25588749,10.0,85455.0,0.0,85455.0,85455.0,85455.0,85455.0,85455.0,10.0,126330.975,1.533906547977618e-11,126330.97499999999,126330.97499999999,126330.97499999999,126330.97499999999,126330.97499999999,0.0,,,,,,,,0.0,,,,,,,,10.0,82.0,0.0,82.0,82.0,82.0,82.0,82.0,9.0,42.77777777777778,17.711421299388835,18.0,32.0,44.0,48.0,77.0,6.0,1.8106666666666669,0.06447221623821117,1.715,1.7850000000000001,1.8145,1.82975,1.91
25595854,17.0,484635760.0,0.0,484635760.0,484635760.0,484635760.0,484635760.0,484635760.0,17.0,642079042.7483195,0.0,642079042.7483195,642079042.7483195,642079042.7483195,642079042.7483195,642079042.7483195,17.0,90000000.0,0.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,17.0,119238237.49066465,1.5359765386647212e-08,119238237.49066465,119238237.49066465,119238237.49066465,119238237.49066465,119238237.49066465,17.0,96.0,0.0,96.0,96.0,96.0,96.0,96.0,16.0,37.4375,8.702250666733674,16.0,35.0,37.5,42.25,50.0,14.0,1.7657142857142856,0.08187366306265222,1.57,1.7349999999999999,1.77,1.8175000000000001,1.9
25606631,11.0,7914879.0,0.0,7914879.0,7914879.0,7914879.0,7914879.0,7914879.0,11.0,10275152.100987926,0.0,10275152.100987926,10275152.100987926,10275152.100987926,10275152.100987926,10275152.100987926,11.0,17000000.0,0.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,11.0,22069520.673252832,3.9071174270292805e-09,22069520.673252836,22069520.673252836,22069520.673252836,22069520.673252836,22069520.673252836,11.0,82.0,0.0,82.0,82.0,82.0,82.0,82.0,8.0,33.625,13.70023461738625,22.0,24.75,27.0,40.5,62.0,5.0,1.7576,0.08343440537332313,1.65,1.715,1.753,1.8,1.87
25619875,14.0,6370816.0,0.0,6370816.0,6370816.0,6370816.0,6370816.0,6370816.0,14.0,8440498.5690814,1.9329582216693864e-09,8440498.569081401,8440498.569081401,8440498.569081401,8440498.569081401,8440498.569081401,14.0,21000000.0,0.0,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,14.0,27822255.414488427,1.1597749330016318e-08,27822255.41448842,27822255.41448842,27822255.41448842,27822255.41448842,27822255.41448842,14.0,91.0,0.0,91.0,91.0,91.0,91.0,91.0,8.0,39.375,14.302222604496526,20.0,26.5,43.5,50.25,55.0,4.0,1.7175,0.07889866919029746,1.6,1.7125,1.75,1.755,1.77
25658502,16.0,36236710.0,0.0,36236710.0,36236710.0,36236710.0,36236710.0,36236710.0,16.0,49525364.8228043,1.5389853104779786e-08,49525364.8228043,49525364.8228043,49525364.8228043,49525364.8228043,49525364.8228043,16.0,35000000.0,0.0,35000000.0,35000000.0,35000000.0,35000000.0,35000000.0,16.0,47835130.97072418,7.694926552389893e-09,47835130.97072418,47835130.97072418,47835130.97072418,47835130.97072418,47835130.97072418,16.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,14.0,43.5,17.53129070679492,15.0,38.25,40.0,43.75,81.0,10.0,1.7782,0.13468382728944608,1.549,1.6824999999999999,1.799,1.88625,1.96
25662169,11.0,3780975.0,0.0,3780975.0,3780975.0,3780975.0,3780975.0,3780975.0,11.0,5167526.694915253,9.767793567573201e-10,5167526.694915254,5167526.694915254,5167526.694915254,5167526.694915254,5167526.694915254,0.0,,,,,,,,0.0,,,,,,,,11.0,120.0,0.0,120.0,120.0,120.0,120.0,120.0,8.0,27.375,11.185928660598547,20.0,21.0,24.0,27.25,54.0,2.0,1.7349999999999999,0.09192388155425125,1.67,1.7025,1.7349999999999999,1.7675,1.8
25694530,8.0,4500000.0,0.0,4500000.0,4500000.0,4500000.0,4500000.0,4500000.0,8.0,6867096.774193548,0.0,6867096.774193548,6867096.774193548,6867096.774193548,6867096.774193548,6867096.774193548,0.0,,,,,,,,0.0,,,,,,,,8.0,91.0,0.0,91.0,91.0,91.0,91.0,91.0,0.0,,,,,,,,0.0,,,,,,,
25698427,17.0,79181750.0,0.0,79181750.0,79181750.0,79181750.0,79181750.0,79181750.0,17.0,108219125.19260399,1.5359765386647212e-08,108219125.19260399,108219125.19260399,108219125.19260399,108219125.19260399,108219125.19260399,17.0,30000000.0,0.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,17.0,41001540.8320493,7.679882693323606e-09,41001540.8320493,41001540.8320493,41001540.8320493,41001540.8320493,41001540.8320493,17.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,13.0,48.76923076923077,19.39997356593494,24.0,31.0,49.0,68.0,73.0,6.0,1.788333333333333,0.12006942436218579,1.61,1.71,1.82,1.8699999999999999,1.92
25708664,11.0,33152846.0,0.0,33152846.0,33152846.0,33152846.0,33152846.0,33152846.0,11.0,43923188.05377147,7.814234854058561e-09,43923188.053771466,43923188.053771466,43923188.053771466,43923188.053771466,43923188.053771466,11.0,30000000.0,0.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,11.0,39746079.16355489,7.814234854058561e-09,39746079.163554884,39746079.163554884,39746079.163554884,39746079.163554884,39746079.163554884,11.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,7.0,60.57142857142857,10.768118728560758,48.0,53.0,58.0,68.0,76.0,4.0,1.825,0.11445523142259595,1.73,1.73,1.805,1.9,1.96
25721717,1.0,2500000.0,,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,1.0,43480392.15686274,,43480392.15686274,43480392.15686274,43480392.15686274,43480392.15686274,43480392.15686274,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,1.0,21.0,,21.0,21.0,21.0,21.0,21.0,0.0,,,,,,,
25725626,9.0,1650000.0,0.0,1650000.0,1650000.0,1650000.0,1650000.0,1650000.0,9.0,18584761.904761903,3.951267047896315e-09,18584761.904761903,18584761.904761903,18584761.904761903,18584761.904761903,18584761.904761903,0.0,,,,,,,,0.0,,,,,,,,9.0,82.0,0.0,82.0,82.0,82.0,82.0,82.0,8.0,33.75,12.65757819309388,10.0,27.0,36.0,43.75,47.0,3.0,1.8501333333333332,0.07022857917780567,1.8,1.81,1.82,1.8752,1.9304
25734098,9.0,84918.0,0.0,84918.0,84918.0,84918.0,84918.0,84918.0,9.0,117967.52701644477,3.086927381168996e-11,117967.52701644477,117967.52701644477,117967.52701644477,117967.52701644477,117967.52701644477,0.0,,,,,,,,0.0,,,,,,,,9.0,86.0,0.0,86.0,86.0,86.0,86.0,86.0,7.0,53.0,14.083086782851739,27.0,50.5,51.0,60.5,71.0,2.0,1.7650000000000001,0.06363961030678934,1.72,1.7425,1.7650000000000001,1.7875,1.81
25734402,20.0,38992758.0,0.0,38992758.0,38992758.0,38992758.0,38992758.0,38992758.0,20.0,51660308.20911126,2.2932403208728598e-08,51660308.209111266,51660308.209111266,51660308.209111266,51660308.209111266,51660308.209111266,20.0,150000000.0,0.0,150000000.0,150000000.0,150000000.0,150000000.0,150000000.0,20.0,198730395.8177744,6.115307522327626e-08,198730395.81777442,198730395.81777442,198730395.81777442,198730395.81777442,198730395.81777442,20.0,88.0,0.0,88.0,88.0,88.0,88.0,88.0,12.0,34.5,13.754338158625378,9.0,29.75,35.5,42.0,57.0,7.0,1.6414285714285715,0.2047297870713632,1.22,1.63,1.68,1.725,1.88
25737142,16.0,98159963.0,0.0,98159963.0,98159963.0,98159963.0,98159963.0,98159963.0,16.0,134156991.03389828,3.077970620955957e-08,134156991.03389828,134156991.03389828,134156991.03389828,134156991.03389828,134156991.03389828,16.0,75000000.0,0.0,75000000.0,75000000.0,75000000.0,75000000.0,75000000.0,16.0,102503852.08012325,3.077970620955957e-08,102503852.08012325,102503852.08012325,102503852.08012325,102503852.08012325,102503852.08012325,16.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,15.0,38.93333333333333,14.399735447305307,12.0,31.0,37.0,43.0,66.0,12.0,1.7329999999999999,0.1264774503796841,1.524,1.63,1.721,1.8075,1.93
25737451,9.0,335726.0,0.0,335726.0,335726.0,335726.0,335726.0,335726.0,9.0,565064.4440227704,0.0,565064.4440227704,565064.4440227704,565064.4440227704,565064.4440227704,565064.4440227704,0.0,,,,,,,,0.0,,,,,,,,9.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0,6.0,43.166666666666664,18.236410465512854,17.0,32.25,43.5,57.75,64.0,4.0,1.826,0.07050295502081216,1.75,1.78,1.822,1.868,1.91
25745409,9.0,92706.0,0.0,92706.0,92706.0,92706.0,92706.0,92706.0,9.0,211388.7455012853,6.173854762337992e-11,211388.7455012853,211388.7455012853,211388.7455012853,211388.7455012853,211388.7455012853,0.0,,,,,,,,0.0,,,,,,,,9.0,88.0,0.0,88.0,88.0,88.0,88.0,88.0,5.0,34.2,4.868264577855235,29.0,32.0,33.0,35.0,42.0,2.0,1.81,0.08485281374238578,1.75,1.78,1.81,1.84,1.87
25746139,4.0,804713.0,0.0,804713.0,804713.0,804713.0,804713.0,804713.0,4.0,2910419.698267074,0.0,2910419.698267074,2910419.698267074,2910419.698267074,2910419.698267074,2910419.698267074,0.0,,,,,,,,0.0,,,,,,,,4.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,4.0,35.5,13.527749258468683,23.0,25.25,33.5,43.75,52.0,3.0,1.761,0.14856311789943016,1.651,1.6764999999999999,1.702,1.8159999999999998,1.93
25746157,11.0,22900.0,0.0,22900.0,22900.0,22900.0,22900.0,22900.0,11.0,37100.09132420091,0.0,37100.09132420091,37100.09132420091,37100.09132420091,37100.09132420091,37100.09132420091,0.0,,,,,,,,0.0,,,,,,,,11.0,95.0,0.0,95.0,95.0,95.0,95.0,95.0,10.0,49.8,7.96938586787659,34.0,46.75,50.5,52.0,66.0,5.0,1.764,0.10737783756436897,1.63,1.68,1.78,1.85,1.88
25757091,9.0,1250000.0,0.0,1250000.0,1250000.0,1250000.0,1250000.0,1250000.0,9.0,14079365.079365078,1.9756335239481576e-09,14079365.079365078,14079365.079365078,14079365.079365078,14079365.079365078,14079365.079365078,0.0,,,,,,,,0.0,,,,,,,,9.0,77.0,0.0,77.0,77.0,77.0,77.0,77.0,8.0,32.125,7.809106405802321,25.0,27.25,28.0,38.25,46.0,4.0,1.7462499999999999,0.15744708105688504,1.575,1.6312499999999999,1.765,1.88,1.88
25757180,3.0,1200000.0,0.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,3.0,13140740.740740739,0.0,13140740.740740739,13140740.740740739,13140740.740740739,13140740.740740739,13140740.740740739,0.0,,,,,,,,0.0,,,,,,,,3.0,91.0,0.0,91.0,91.0,91.0,91.0,91.0,3.0,25.666666666666668,8.504900548115382,17.0,21.5,26.0,30.0,34.0,3.0,1.7166666666666668,0.04725815626252612,1.68,1.69,1.7,1.7349999999999999,1.77
25772548,17.0,109535.0,0.0,109535.0,109535.0,109535.0,109535.0,109535.0,17.0,200324.8350515464,2.9999541770795335e-11,200324.8350515464,200324.8350515464,200324.8350515464,200324.8350515464,200324.8350515464,0.0,,,,,,,,0.0,,,,,,,,17.0,93.0,0.0,93.0,93.0,93.0,93.0,93.0,14.0,33.642857142857146,12.099632180405276,5.0,26.5,35.5,41.0,49.0,9.0,1.635333333333333,0.08168843247363727,1.55,1.57,1.626,1.68,1.78
25793288,11.0,543848418.0,0.0,543848418.0,543848418.0,543848418.0,543848418.0,543848418.0,11.0,720528075.8267363,1.2502775766493698e-07,720528075.8267362,720528075.8267362,720528075.8267362,720528075.8267362,720528075.8267362,11.0,125000000.0,0.0,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,11.0,165608663.1814787,3.1256939416234244e-08,165608663.18147868,165608663.18147868,165608663.18147868,165608663.18147868,165608663.18147868,0.0,,,,,,,,11.0,43.72727272727273,9.339067502603342,31.0,36.0,43.0,49.0,61.0,10.0,1.7672999999999999,0.0997174341159392,1.63,1.692,1.7734999999999999,1.82,1.96
25829124,3.0,2075282.0,0.0,2075282.0,2075282.0,2075282.0,2075282.0,2075282.0,3.0,5952385.235246564,0.0,5952385.235246564,5952385.235246564,5952385.235246564,5952385.235246564,5952385.235246564,0.0,,,,,,,,0.0,,,,,,,,3.0,116.0,0.0,116.0,116.0,116.0,116.0,116.0,3.0,34.0,5.5677643628300215,29.0,31.0,33.0,36.5,40.0,3.0,1.7566666666666668,0.109696551146029,1.63,1.725,1.82,1.82,1.82
25830343,15.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,15.0,17167741.93548387,0.0,17167741.93548387,17167741.93548387,17167741.93548387,17167741.93548387,17167741.93548387,0.0,,,,,,,,0.0,,,,,,,,15.0,102.0,0.0,102.0,102.0,102.0,102.0,102.0,9.0,33.666666666666664,10.88577052853862,19.0,25.0,35.0,42.0,50.0,2.0,1.8,0.028284271247461926,1.78,1.79,1.8,1.81,1.82
25830677,1.0,3401376.0,,3401376.0,3401376.0,3401376.0,3401376.0,3401376.0,1.0,9247572.450574711,,9247572.450574711,9247572.450574711,9247572.450574711,9247572.450574711,9247572.450574711,0.0,,,,,,,,0.0,,,,,,,,1.0,85.0,,85.0,85.0,85.0,85.0,85.0,1.0,23.0,,23.0,23.0,23.0,23.0,23.0,1.0,1.83,,1.83,1.83,1.83,1.83,1.83
25854460,15.0,199006387.0,0.0,199006387.0,199006387.0,199006387.0,199006387.0,199006387.0,15.0,271985616.7473035,0.0,271985616.7473035,271985616.7473035,271985616.7473035,271985616.7473035,271985616.7473035,0.0,,,,,,,,0.0,,,,,,,,15.0,81.0,0.0,81.0,81.0,81.0,81.0,81.0,14.0,55.92857142857143,15.588281030777752,33.0,43.75,56.0,63.5,93.0,14.0,1.774285714285714,0.08262187135603763,1.63,1.7225,1.775,1.8450000000000002,1.88
25862453,18.0,752216557.0,0.0,752216557.0,752216557.0,752216557.0,752216557.0,752216557.0,18.0,976532873.8514453,3.6799604088844767e-07,976532873.8514453,976532873.8514453,976532873.8514453,976532873.8514453,976532873.8514453,18.0,215000000.0,0.0,215000000.0,215000000.0,215000000.0,215000000.0,215000000.0,18.0,279114526.161727,0.0,279114526.161727,279114526.161727,279114526.161727,279114526.161727,279114526.161727,18.0,136.0,0.0,136.0,136.0,136.0,136.0,136.0,15.0,43.4,14.76869275576839,20.0,32.0,45.0,51.5,71.0,13.0,1.7738,0.0894251269685055,1.59,1.7,1.8,1.83,1.9
25871790,14.0,539957.0,0.0,539957.0,539957.0,539957.0,539957.0,539957.0,14.0,737968.9661016947,0.0,737968.9661016947,737968.9661016947,737968.9661016947,737968.9661016947,737968.9661016947,0.0,,,,,,,,0.0,,,,,,,,14.0,83.0,0.0,83.0,83.0,83.0,83.0,83.0,11.0,28.0,11.045361017187261,10.0,22.0,25.0,34.5,51.0,10.0,1.7343,0.09963494478455952,1.57,1.6624999999999999,1.74,1.77325,1.91
25893091,2.0,5308618.0,0.0,5308618.0,5308618.0,5308618.0,5308618.0,5308618.0,2.0,7255383.922958396,0.0,7255383.922958396,7255383.922958396,7255383.922958396,7255383.922958396,7255383.922958396,0.0,,,,,,,,0.0,,,,,,,,2.0,87.0,0.0,87.0,87.0,87.0,87.0,87.0,2.0,49.5,13.435028842544403,40.0,44.75,49.5,54.25,59.0,1.0,1.803,,1.803,1.803,1.803,1.803,1.803
25896358,17.0,216110.0,0.0,216110.0,216110.0,216110.0,216110.0,216110.0,17.0,295361.4329738058,0.0,295361.4329738058,295361.4329738058,295361.4329738058,295361.4329738058,295361.4329738058,0.0,,,,,,,,0.0,,,,,,,,17.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,13.0,33.92307692307692,12.189213390408877,8.0,29.0,34.0,39.0,62.0,9.0,1.762,0.13075167302944923,1.6,1.63,1.83,1.85,1.96
25910532,13.0,2148212.0,0.0,2148212.0,2148212.0,2148212.0,2148212.0,2148212.0,13.0,3843598.6767523955,0.0,3843598.6767523955,3843598.6767523955,3843598.6767523955,3843598.6767523955,3843598.6767523955,0.0,,,,,,,,0.0,,,,,,,,13.0,113.0,0.0,113.0,113.0,113.0,113.0,113.0,8.0,37.625,25.889531806173263,7.0,12.0,43.0,51.0,78.0,6.0,1.780166666666667,0.0871146753805963,1.63,1.7650000000000001,1.7850000000000001,1.81925,1.892
25913752,22.0,117094902.0,0.0,117094902.0,117094902.0,117094902.0,117094902.0,117094902.0,22.0,155135441.48469007,3.050364945645088e-08,155135441.48469004,155135441.48469004,155135441.48469004,155135441.48469004,155135441.48469004,22.0,38000000.0,0.0,38000000.0,38000000.0,38000000.0,38000000.0,38000000.0,22.0,50345033.60716952,0.0,50345033.60716952,50345033.60716952,50345033.60716952,50345033.60716952,50345033.60716952,22.0,112.0,0.0,112.0,112.0,112.0,112.0,112.0,18.0,50.888888888888886,15.755069730795297,24.0,40.0,51.5,61.0,86.0,13.0,1.7996153846153846,0.09268003961797676,1.56,1.78,1.8,1.85,1.956
25920477,18.0,147332697.0,0.0,147332697.0,147332697.0,147332697.0,147332697.0,147332697.0,18.0,195196567.94473487,9.199901022211192e-08,195196567.94473484,195196567.94473484,195196567.94473484,195196567.94473484,195196567.94473484,18.0,32000000.0,0.0,32000000.0,32000000.0,32000000.0,32000000.0,32000000.0,18.0,42395817.77445854,7.666584185175994e-09,42395817.77445854,42395817.77445854,42395817.77445854,42395817.77445854,42395817.77445854,18.0,93.0,0.0,93.0,93.0,93.0,93.0,93.0,9.0,38.111111111111114,8.823894327966032,28.0,31.0,37.0,42.0,56.0,8.0,1.7861250000000002,0.07181412017941086,1.65,1.775,1.8145,1.83,1.85
25932995,7.0,1123000.0,0.0,1123000.0,1123000.0,1123000.0,1123000.0,1123000.0,7.0,1890134.7248576847,2.5148583802735514e-10,1890134.724857685,1890134.724857685,1890134.724857685,1890134.724857685,1890134.724857685,0.0,,,,,,,,0.0,,,,,,,,7.0,93.0,0.0,93.0,93.0,93.0,93.0,93.0,4.0,37.75,14.84082207965583,20.0,31.25,37.5,44.0,56.0,0.0,,,,,,,
25946368,10.0,306319.0,0.0,306319.0,306319.0,306319.0,306319.0,306319.0,10.0,670462.5613818631,1.2271252383820944e-10,670462.561381863,670462.561381863,670462.561381863,670462.561381863,670462.561381863,0.0,,,,,,,,0.0,,,,,,,,10.0,95.0,0.0,95.0,95.0,95.0,95.0,95.0,10.0,39.6,12.58923702568543,14.0,36.25,39.5,41.0,60.0,5.0,1.70164,0.12777655496999438,1.57,1.57,1.7272,1.791,1.85
25948394,11.0,84471.0,0.0,84471.0,84471.0,84471.0,84471.0,84471.0,11.0,174245.9930232558,3.0524354898666254e-11,174245.99302325578,174245.99302325578,174245.99302325578,174245.99302325578,174245.99302325578,0.0,,,,,,,,0.0,,,,,,,,11.0,102.0,0.0,102.0,102.0,102.0,102.0,102.0,11.0,49.0,15.498387012847498,27.0,36.0,56.0,59.5,72.0,10.0,1.7054000000000002,0.09534405534111123,1.59,1.65025,1.6764999999999999,1.76,1.91
25951913,2.0,2175000.0,0.0,2175000.0,2175000.0,2175000.0,2175000.0,2175000.0,2.0,26888153.310104527,0.0,26888153.310104527,26888153.310104527,26888153.310104527,26888153.310104527,26888153.310104527,0.0,,,,,,,,0.0,,,,,,,,2.0,79.0,0.0,79.0,79.0,79.0,79.0,79.0,0.0,,,,,,,,0.0,,,,,,,
25952444,2.0,2350000.0,0.0,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,2.0,26896129.03225806,0.0,26896129.03225806,26896129.03225806,26896129.03225806,26896129.03225806,26896129.03225806,0.0,,,,,,,,0.0,,,,,,,,2.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,0.0,,,,,,,,0.0,,,,,,,
25971350,19.0,12355734.0,0.0,12355734.0,12355734.0,12355734.0,12355734.0,12355734.0,19.0,16886804.40369799,3.827371946827184e-09,16886804.403697994,16886804.403697994,16886804.403697994,16886804.403697994,16886804.403697994,19.0,3500000.0,0.0,3500000.0,3500000.0,3500000.0,3500000.0,3500000.0,19.0,4783513.097072419,0.0,4783513.097072418,4783513.097072418,4783513.097072418,4783513.097072418,4783513.097072418,19.0,112.0,0.0,112.0,112.0,112.0,112.0,112.0,8.0,35.25,18.888772175176296,5.0,28.25,29.5,45.0,65.0,4.0,1.79,0.11747340124470733,1.63,1.7425,1.815,1.8625,1.9
25981715,14.0,102647.0,0.0,102647.0,102647.0,102647.0,102647.0,102647.0,14.0,140289.5053929121,3.020247221358416e-11,140289.50539291213,140289.50539291213,140289.50539291213,140289.50539291213,140289.50539291213,0.0,,,,,,,,0.0,,,,,,,,14.0,85.0,0.0,85.0,85.0,85.0,85.0,85.0,0.0,,,,,,,,11.0,1.6815454545454545,0.13710241692717423,1.346,1.6255000000000002,1.73,1.74,1.88
25993181,4.0,391542.0,0.0,391542.0,391542.0,391542.0,391542.0,391542.0,4.0,8682443.85,0.0,8682443.85,8682443.85,8682443.85,8682443.85,8682443.85,0.0,,,,,,,,0.0,,,,,,,,4.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,1.0,28.0,,28.0,28.0,28.0,28.0,28.0,2.0,1.8,0.028284271247461926,1.78,1.79,1.8,1.81,1.82
26012433,21.0,13831503.0,0.0,13831503.0,13831503.0,13831503.0,13831503.0,13831503.0,21.0,18903764.50077041,3.8172866277246175e-09,18903764.500770412,18903764.500770412,18903764.500770412,18903764.500770412,18903764.500770412,0.0,,,,,,,,0.0,,,,,,,,21.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,7.0,38.42857142857143,12.067271755415456,19.0,32.5,42.0,46.5,50.0,4.0,1.7650000000000001,0.08660254037844395,1.66,1.7275,1.7650000000000001,1.8025,1.87
26018309,2.0,3484000.0,0.0,3484000.0,3484000.0,3484000.0,3484000.0,3484000.0,2.0,43070494.77351916,0.0,43070494.77351916,43070494.77351916,43070494.77351916,43070494.77351916,43070494.77351916,0.0,,,,,,,,0.0,,,,,,,,2.0,110.0,0.0,110.0,110.0,110.0,110.0,110.0,2.0,35.5,3.5355339059327378,33.0,34.25,35.5,36.75,38.0,2.0,1.765,0.1626345596729059,1.65,1.7075,1.765,1.8224999999999998,1.88
26030961,2.0,1100000.0,0.0,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,2.0,12589677.419354837,0.0,12589677.419354837,12589677.419354837,12589677.419354837,12589677.419354837,12589677.419354837,0.0,,,,,,,,0.0,,,,,,,,2.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,2.0,31.0,4.242640687119285,28.0,29.5,31.0,32.5,34.0,2.0,1.71,0.19798989873223333,1.57,1.6400000000000001,1.71,1.78,1.85
26057580,11.0,1200000.0,0.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,11.0,12709253.731343282,0.0,12709253.731343282,12709253.731343282,12709253.731343282,12709253.731343282,12709253.731343282,0.0,,,,,,,,0.0,,,,,,,,11.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,11.0,31.545454545454547,6.6085344269911515,22.0,27.5,31.0,35.0,45.0,5.0,1.7079999999999997,0.0804363102087609,1.63,1.63,1.7,1.78,1.8
26068632,13.0,551281.0,0.0,551281.0,551281.0,551281.0,551281.0,551281.0,13.0,1047079.7580299786,1.2116890863201887e-10,1047079.7580299785,1047079.7580299785,1047079.7580299785,1047079.7580299785,1047079.7580299785,0.0,,,,,,,,0.0,,,,,,,,13.0,88.0,0.0,88.0,88.0,88.0,88.0,88.0,7.0,40.285714285714285,6.945365018348225,31.0,36.0,39.0,44.5,51.0,6.0,1.7738333333333334,0.09444239867065359,1.626,1.7377500000000001,1.77,1.8450000000000002,1.88
26099108,17.0,34705850.0,0.0,34705850.0,34705850.0,34705850.0,34705850.0,34705850.0,17.0,47433110.86286594,7.679882693323606e-09,47433110.86286594,47433110.86286594,47433110.86286594,47433110.86286594,47433110.86286594,17.0,3500000.0,0.0,3500000.0,3500000.0,3500000.0,3500000.0,3500000.0,17.0,4783513.097072418,9.599853366654507e-10,4783513.097072418,4783513.097072418,4783513.097072418,4783513.097072418,4783513.097072418,17.0,106.0,0.0,106.0,106.0,106.0,106.0,106.0,13.0,33.53846153846154,15.169131949540294,17.0,20.0,27.0,49.0,57.0,7.0,1.6814285714285713,0.05145501965424794,1.6,1.655,1.7,1.7149999999999999,1.73
26100632,16.0,382946.0,0.0,382946.0,382946.0,382946.0,382946.0,382946.0,16.0,523379.2018489984,1.2023322738109208e-10,523379.2018489984,523379.2018489984,523379.2018489984,523379.2018489984,523379.2018489984,16.0,7000000.0,0.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,16.0,9567026.194144836,1.9237316380974732e-09,9567026.194144836,9567026.194144836,9567026.194144836,9567026.194144836,9567026.194144836,16.0,109.0,0.0,109.0,109.0,109.0,109.0,109.0,11.0,47.81818181818182,19.14062789888661,21.0,35.0,44.0,58.0,79.0,4.0,1.7274999999999998,0.13301002468485845,1.6,1.63,1.71,1.8075,1.89
26107567,20.0,214918407.0,0.0,214918407.0,214918407.0,214918407.0,214918407.0,214918407.0,20.0,284738800.6109036,6.115307522327626e-08,284738800.6109036,284738800.6109036,284738800.6109036,284738800.6109036,284738800.6109036,0.0,,,,,,,,0.0,,,,,,,,20.0,117.0,0.0,117.0,117.0,117.0,117.0,117.0,19.0,35.421052631578945,15.5931458926802,4.0,27.0,39.0,44.0,59.0,16.0,1.7344374999999999,0.12709732163451226,1.45,1.6724999999999999,1.75,1.78275,1.93
26108223,11.0,318623.0,0.0,318623.0,318623.0,318623.0,318623.0,318623.0,11.0,442628.97572435386,6.104870979733251e-11,442628.9757243539,442628.9757243539,442628.9757243539,442628.9757243539,442628.9757243539,0.0,,,,,,,,0.0,,,,,,,,11.0,96.0,0.0,96.0,96.0,96.0,96.0,96.0,5.0,43.0,21.02379604162864,19.0,27.0,41.0,59.0,69.0,4.0,1.7527499999999998,0.10656883534442262,1.651,1.67275,1.74,1.82,1.88
26112363,16.0,21409028.0,0.0,21409028.0,21409028.0,21409028.0,21409028.0,21409028.0,16.0,29260104.523882892,1.1542389828584841e-08,29260104.523882892,29260104.523882892,29260104.523882892,29260104.523882892,29260104.523882892,16.0,14000000.0,0.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,16.0,19134052.38828967,3.8474632761949464e-09,19134052.38828967,19134052.38828967,19134052.38828967,19134052.38828967,19134052.38828967,16.0,103.0,0.0,103.0,103.0,103.0,103.0,103.0,14.0,39.0,13.917338383911906,21.0,27.25,39.0,46.5,67.0,13.0,1.7203846153846156,0.11701961264501666,1.49,1.67,1.73,1.8,1.88
